Job ID,Job Title,Company,City,Role,Experience Level,Work Type,Posted Date,Skill,Salary_LPA
J0256,Data Scientist,Tech Mahindra,Noida,Data Scientist,Mid Level,Full-time,28/03/2026,SQL,10.8
J0257,Data Engineer,Microsoft,Gurugram,Data Engineer,Junior,Full-time,05/01/2026,Spark,7.3
J0258,Data Analyst,Genpact,Pune,Data Analyst,Mid Level,Remote,11/06/2026,Power BI,8.9
J0259,BI Analyst,Microsoft,Mumbai,BI Analyst,Entry Level,Full-time,15/05/2026,Excel,6.8
J0260,Data Engineer,EY,Hyderabad,Data Engineer,Mid Level,Full-time,29/06/2026,ETL,9.2
J0261,Data Analyst,Deloitte,Delhi,Data Analyst,Entry Level,Hybrid,16/04/2026,Power BI,6.3
J0262,Data Engineer,Microsoft,Bengaluru,Data Engineer,Entry Level,Full-time,25/03/2026,ETL,8.3
J0263,BI Analyst,Cognizant,Noida,BI Analyst,Senior Level,Full-time,17/05/2026,DAX,14.2
J0264,Data Scientist,Accenture,Gurugram,Data Scientist,Senior Level,Full-time,18/03/2026,Machine Learning,13.7
J0265,Data Scientist,Microsoft,Mumbai,Data Scientist,Mid Level,Full-time,31/03/2026,Machine Learning,11
J0266,Data Scientist,Tech Mahindra,Chennai,Data Scientist,Mid Level,Full-time,12/04/2026,Machine Learning,12.1
J0267,Business Analyst,Capgemini,Bengaluru,Business Analyst,Senior Level,Full-time,24/04/2026,Power BI,15.4
J0268,BI Analyst,EY,Mumbai,BI Analyst,Junior,Remote,28/06/2026,SQL,6.9
J0269,Data Analyst,Accenture,Mumbai,Data Analyst,Entry Level,Remote,27/02/2026,Tableau,6.9
J0270,Data Analyst,Cognizant,Noida,Data Analyst,Mid Level,Full-time,17/07/2026,Python,9.3
J0271,Data Engineer,Amazon,Noida,Data Engineer,Senior Level,Remote,03/05/2026,SQL,15.4
J0272,Data Scientist,Amazon,Pune,Data Scientist,Entry Level,Hybrid,16/06/2026,Machine Learning,6.6
J0273,Data Engineer,Deloitte,Hyderabad,Data Engineer,Mid Level,Full-time,10/01/2026,Python,12.8
J0274,BI Analyst,KPMG,Hyderabad,BI Analyst,Mid Level,Remote,16/03/2026,Tableau,12.3
J0275,Data Analyst,KPMG,Chennai,Data Analyst,Senior Level,Full-time,14/06/2026,Excel,15
J0276,BI Analyst,Capgemini,Gurugram,BI Analyst,Entry Level,Full-time,11/02/2026,SQL,7.2
J0277,Data Scientist,Microsoft,Bengaluru,Data Scientist,Entry Level,Full-time,22/06/2026,SQL,7.3
J0278,Business Analyst,EY,Noida,Business Analyst,Junior,Full-time,13/04/2026,Jira,8.5
J0279,Business Analyst,Cognizant,Gurugram,Business Analyst,Senior Level,Full-time,09/04/2026,SQL,13.7
J0280,Data Scientist,Tech Mahindra,Pune,Data Scientist,Mid Level,Full-time,17/06/2026,Machine Learning,10.2
J0281,Business Analyst,IBM,Chennai,Business Analyst,Entry Level,Full-time,09/05/2026,Excel,8
J0282,Data Scientist,Cognizant,Pune,Data Scientist,Junior,Full-time,04/02/2026,Python,7.7
J0283,BI Analyst,Deloitte,Delhi,BI Analyst,Mid Level,Remote,13/07/2026,DAX,11
J0284,Business Analyst,HCLTech,Chennai,Business Analyst,Junior,Hybrid,20/01/2026,SQL,9.5
J0285,Data Analyst,Tech Mahindra,Mumbai,Data Analyst,Junior,Full-time,07/08/2026,Python,7.9
J0286,Data Analyst,TCS,Gurugram,Data Analyst,Mid Level,Full-time,15/01/2026,SQL,10.6
J0287,Data Engineer,Tech Mahindra,Gurugram,Data Engineer,Entry Level,Full-time,26/07/2026,ETL,5.5
J0288,Data Analyst,EY,Pune,Data Analyst,Entry Level,Full-time,19/01/2026,Power BI,4.5
J0289,Data Scientist,KPMG,Bengaluru,Data Scientist,Mid Level,Remote,01/05/2026,Python,8.9
J0290,BI Analyst,Genpact,Hyderabad,BI Analyst,Junior,Hybrid,18/04/2026,SQL,7.3
J0291,BI Analyst,Deloitte,Noida,BI Analyst,Entry Level,Remote,12/08/2026,Tableau,6.5
J0292,Data Scientist,HCLTech,Hyderabad,Data Scientist,Junior,Full-time,27/02/2026,Python,9.1
J0293,Data Analyst,Amazon,Gurugram,Data Analyst,Mid Level,Full-time,08/04/2026,Excel,12.1
J0294,Business Analyst,Wipro,Delhi,Business Analyst,Entry Level,Remote,05/07/2026,Tableau,7.4
J0295,Data Analyst,Accenture,Bengaluru,Data Analyst,Entry Level,Full-time,09/01/2026,Power BI,6.1
J0296,Data Analyst,Deloitte,Bengaluru,Data Analyst,Junior,Full-time,13/07/2026,SQL,9.3
J0297,Data Analyst,Accenture,Pune,Data Analyst,Mid Level,Hybrid,23/03/2026,SQL,11.1
J0298,Data Scientist,KPMG,Pune,Data Scientist,Entry Level,Hybrid,26/02/2026,SQL,6
J0299,Data Scientist,Amazon,Hyderabad,Data Scientist,Mid Level,Full-time,13/01/2026,Python,12.7
J0300,BI Analyst,Microsoft,Delhi,BI Analyst,Junior,Full-time,07/04/2026,DAX,6.5
J0301,Data Engineer,EY,Mumbai,Data Engineer,Entry Level,Remote,06/02/2026,ETL,7.5
J0302,Data Analyst,Deloitte,Noida,Data Analyst,Junior,Full-time,04/03/2026,Tableau,6.8
J0303,Data Scientist,EY,Gurugram,Data Scientist,Junior,Full-time,01/08/2026,Python,6.6
J0304,Data Scientist,EY,Bengaluru,Data Scientist,Entry Level,Hybrid,31/05/2026,Pandas,7.2
J0305,Data Engineer,Accenture,Gurugram,Data Engineer,Mid Level,Full-time,04/01/2026,SQL,9.6
J0306,Business Analyst,KPMG,Gurugram,Business Analyst,Entry Level,Hybrid,22/02/2026,Excel,5.9
J0307,Business Analyst,Genpact,Delhi,Business Analyst,Entry Level,Full-time,16/06/2026,Jira,5.7
J0308,Data Scientist,IBM,Gurugram,Data Scientist,Entry Level,Remote,01/05/2026,Machine Learning,7.3
J0309,Data Scientist,Cognizant,Delhi,Data Scientist,Junior,Full-time,26/02/2026,SQL,8.8
J0310,Data Analyst,Capgemini,Noida,Data Analyst,Entry Level,Full-time,08/04/2026,Excel,6.6
J0311,Business Analyst,Capgemini,Delhi,Business Analyst,Mid Level,Full-time,05/07/2026,Tableau,11.4
J0312,BI Analyst,Microsoft,Hyderabad,BI Analyst,Mid Level,Full-time,04/07/2026,Tableau,11
J0313,Business Analyst,HCLTech,Bengaluru,Business Analyst,Entry Level,Hybrid,29/07/2026,Jira,7
J0314,Data Analyst,EY,Hyderabad,Data Analyst,Junior,Full-time,08/02/2026,Power BI,5.8
J0315,Data Engineer,Infosys,Delhi,Data Engineer,Junior,Hybrid,07/06/2026,ETL,9.5
J0316,BI Analyst,HCLTech,Bengaluru,BI Analyst,Junior,Full-time,16/05/2026,Power BI,8.7
J0317,Data Engineer,HCLTech,Bengaluru,Data Engineer,Mid Level,Hybrid,26/07/2026,AWS,12.6
J0318,Business Analyst,HCLTech,Chennai,Business Analyst,Entry Level,Full-time,15/05/2026,Excel,5.3
J0319,Data Scientist,TCS,Noida,Data Scientist,Junior,Full-time,25/05/2026,Machine Learning,6.8
J0320,Business Analyst,Amazon,Chennai,Business Analyst,Senior Level,Hybrid,09/01/2026,Power BI,13.2
J0321,BI Analyst,Infosys,Gurugram,BI Analyst,Junior,Hybrid,22/01/2026,Tableau,7.8
J0322,BI Analyst,KPMG,Chennai,BI Analyst,Junior,Full-time,24/02/2026,Excel,9.4
J0323,Data Engineer,Infosys,Pune,Data Engineer,Senior Level,Hybrid,13/03/2026,ETL,16.4
J0324,Data Engineer,KPMG,Hyderabad,Data Engineer,Mid Level,Full-time,23/02/2026,Python,11.1
J0325,BI Analyst,Wipro,Pune,BI Analyst,Junior,Full-time,06/08/2026,Power BI,7.4
J0326,Data Engineer,Genpact,Noida,Data Engineer,Mid Level,Hybrid,26/06/2026,AWS,11.7
J0327,Data Engineer,TCS,Bengaluru,Data Engineer,Junior,Hybrid,29/03/2026,AWS,8.2
J0328,Data Engineer,Genpact,Noida,Data Engineer,Entry Level,Hybrid,20/07/2026,Spark,8.3
J0329,BI Analyst,HCLTech,Delhi,BI Analyst,Senior Level,Full-time,24/06/2026,SQL,15.1
J0330,BI Analyst,Genpact,Pune,BI Analyst,Entry Level,Full-time,10/03/2026,Power BI,4.9
J0331,Business Analyst,Cognizant,Delhi,Business Analyst,Entry Level,Full-time,20/03/2026,Tableau,6.1
J0332,Data Scientist,TCS,Hyderabad,Data Scientist,Entry Level,Full-time,23/05/2026,Python,6.3
J0333,Data Analyst,Cognizant,Chennai,Data Analyst,Junior,Full-time,20/07/2026,Python,7.1
J0334,BI Analyst,Deloitte,Pune,BI Analyst,Junior,Full-time,19/08/2026,Power BI,8
J0335,Business Analyst,Amazon,Hyderabad,Business Analyst,Junior,Full-time,19/03/2026,Jira,6.9
J0336,Business Analyst,Deloitte,Hyderabad,Business Analyst,Entry Level,Full-time,20/07/2026,Excel,4.6
J0337,Data Scientist,Tech Mahindra,Gurugram,Data Scientist,Junior,Full-time,04/02/2026,SQL,7
J0338,BI Analyst,Genpact,Noida,BI Analyst,Mid Level,Full-time,21/04/2026,Excel,12.1
J0339,Data Engineer,Cognizant,Pune,Data Engineer,Junior,Hybrid,03/05/2026,SQL,7.1
J0340,BI Analyst,Microsoft,Pune,BI Analyst,Mid Level,Full-time,28/05/2026,Excel,11.9
J0341,Data Scientist,EY,Pune,Data Scientist,Mid Level,Full-time,25/05/2026,Pandas,9.6
J0342,Data Engineer,Microsoft,Bengaluru,Data Engineer,Junior,Hybrid,23/04/2026,SQL,9
J0343,Data Analyst,Wipro,Gurugram,Data Analyst,Junior,Full-time,18/06/2026,Power BI,6.4
J0344,BI Analyst,IBM,Chennai,BI Analyst,Senior Level,Full-time,13/04/2026,Tableau,14.9
J0345,BI Analyst,Genpact,Bengaluru,BI Analyst,Senior Level,Hybrid,27/07/2026,DAX,14.9
J0346,Data Analyst,Amazon,Mumbai,Data Analyst,Mid Level,Full-time,06/06/2026,Python,9
J0347,BI Analyst,TCS,Noida,BI Analyst,Entry Level,Full-time,11/05/2026,Excel,7.3
J0348,Data Engineer,IBM,Mumbai,Data Engineer,Junior,Full-time,23/06/2026,Spark,8.2
J0349,Data Engineer,Infosys,Delhi,Data Engineer,Junior,Full-time,22/01/2026,SQL,6.3
J0350,Business Analyst,Cognizant,Pune,Business Analyst,Junior,Full-time,04/05/2026,Power BI,7.2
J0351,Data Analyst,Cognizant,Gurugram,Data Analyst,Entry Level,Full-time,01/07/2026,Power BI,4.8
J0352,Data Scientist,KPMG,Hyderabad,Data Scientist,Senior Level,Full-time,14/02/2026,Python,15
J0353,Data Scientist,IBM,Noida,Data Scientist,Entry Level,Full-time,17/02/2026,Statistics,5
J0354,BI Analyst,Microsoft,Bengaluru,BI Analyst,Junior,Full-time,01/06/2026,Tableau,7.5
J0355,Data Analyst,Capgemini,Mumbai,Data Analyst,Mid Level,Hybrid,17/01/2026,SQL,11.1
J0356,Data Engineer,Cognizant,Delhi,Data Engineer,Entry Level,Full-time,21/06/2026,SQL,7.8
J0357,Data Engineer,Tech Mahindra,Noida,Data Engineer,Junior,Full-time,01/04/2026,AWS,9.2
J0358,Data Engineer,KPMG,Pune,Data Engineer,Junior,Full-time,04/02/2026,SQL,7.1
J0359,Business Analyst,Wipro,Chennai,Business Analyst,Junior,Full-time,10/04/2026,Power BI,7.5
J0360,Business Analyst,Deloitte,Noida,Business Analyst,Entry Level,Hybrid,27/06/2026,Jira,8
J0361,Business Analyst,IBM,Hyderabad,Business Analyst,Entry Level,Full-time,04/08/2026,Jira,6.1
J0362,Data Analyst,IBM,Bengaluru,Data Analyst,Entry Level,Hybrid,24/05/2026,Excel,6.3
J0363,BI Analyst,Deloitte,Gurugram,BI Analyst,Mid Level,Full-time,12/02/2026,Tableau,9.1
J0364,Data Analyst,Infosys,Pune,Data Analyst,Entry Level,Full-time,13/02/2026,SQL,7.4
J0365,Data Engineer,Tech Mahindra,Chennai,Data Engineer,Entry Level,Hybrid,30/07/2026,ETL,8.3
J0366,Data Engineer,HCLTech,Gurugram,Data Engineer,Entry Level,Full-time,08/07/2026,Python,7.6
J0367,Business Analyst,IBM,Bengaluru,Business Analyst,Entry Level,Remote,23/01/2026,Power BI,6.1
J0368,Data Analyst,Genpact,Mumbai,Data Analyst,Mid Level,Hybrid,09/08/2026,SQL,11.6
J0369,BI Analyst,Genpact,Hyderabad,BI Analyst,Entry Level,Full-time,16/01/2026,SQL,6.6
J0370,Data Engineer,Cognizant,Hyderabad,Data Engineer,Senior Level,Full-time,27/05/2026,AWS,13.9
J0371,Data Engineer,Genpact,Hyderabad,Data Engineer,Mid Level,Remote,12/03/2026,Python,12.3
J0372,Business Analyst,Wipro,Mumbai,Business Analyst,Mid Level,Hybrid,14/07/2026,SQL,12.2
J0373,BI Analyst,Tech Mahindra,Hyderabad,BI Analyst,Junior,Hybrid,07/04/2026,Tableau,7.6
J0374,Data Analyst,Microsoft,Pune,Data Analyst,Senior Level,Full-time,05/05/2026,Power BI,14.1
J0375,Data Analyst,Amazon,Gurugram,Data Analyst,Mid Level,Full-time,17/01/2026,Python,12
J0376,BI Analyst,EY,Noida,BI Analyst,Entry Level,Full-time,01/08/2026,SQL,5.4
J0377,Data Engineer,Tech Mahindra,Hyderabad,Data Engineer,Mid Level,Hybrid,17/08/2026,Spark,11.5
J0378,Data Analyst,Amazon,Chennai,Data Analyst,Mid Level,Full-time,01/02/2026,Python,12.5
J0379,Business Analyst,Infosys,Gurugram,Business Analyst,Senior Level,Full-time,26/06/2026,Tableau,16.4
J0380,Data Scientist,TCS,Pune,Data Scientist,Mid Level,Full-time,06/04/2026,SQL,11.5
J0381,Business Analyst,Amazon,Noida,Business Analyst,Entry Level,Hybrid,01/03/2026,Excel,6
J0382,Data Analyst,Accenture,Bengaluru,Data Analyst,Junior,Full-time,27/02/2026,Python,7.9
J0383,BI Analyst,Microsoft,Bengaluru,BI Analyst,Entry Level,Full-time,09/08/2026,Power BI,6
J0384,Business Analyst,Accenture,Chennai,Business Analyst,Junior,Hybrid,27/01/2026,Tableau,6.2
J0385,Data Scientist,Deloitte,Hyderabad,Data Scientist,Mid Level,Hybrid,04/02/2026,Machine Learning,11.4
J0386,Business Analyst,Tech Mahindra,Bengaluru,Business Analyst,Mid Level,Full-time,04/07/2026,Excel,9.7
J0387,Business Analyst,EY,Gurugram,Business Analyst,Entry Level,Remote,05/02/2026,Tableau,7.3
J0388,Data Engineer,Deloitte,Delhi,Data Engineer,Entry Level,Full-time,12/03/2026,ETL,6.9
J0389,Business Analyst,Genpact,Pune,Business Analyst,Senior Level,Full-time,05/08/2026,Jira,15.4
J0390,Data Scientist,Microsoft,Mumbai,Data Scientist,Junior,Hybrid,20/07/2026,SQL,9.4
J0391,Business Analyst,TCS,Noida,Business Analyst,Entry Level,Hybrid,19/01/2026,Tableau,6.4
J0392,Data Analyst,Wipro,Delhi,Data Analyst,Junior,Hybrid,18/04/2026,Excel,7.3
J0393,Business Analyst,Infosys,Chennai,Business Analyst,Junior,Full-time,25/02/2026,Tableau,6
J0394,Data Analyst,Amazon,Pune,Data Analyst,Mid Level,Hybrid,19/04/2026,Power BI,11.6
J0395,Data Analyst,Capgemini,Hyderabad,Data Analyst,Entry Level,Full-time,22/02/2026,Tableau,8.2
J0396,Business Analyst,Deloitte,Delhi,Business Analyst,Junior,Hybrid,16/06/2026,Jira,8.5
J0397,Data Analyst,Microsoft,Noida,Data Analyst,Senior Level,Full-time,04/03/2026,Excel,13.1
J0398,BI Analyst,Tech Mahindra,Gurugram,BI Analyst,Junior,Full-time,09/07/2026,Power BI,8.4
J0399,Business Analyst,Microsoft,Bengaluru,Business Analyst,Entry Level,Full-time,08/05/2026,Excel,8.1
J0400,Data Engineer,Wipro,Pune,Data Engineer,Junior,Hybrid,12/08/2026,Spark,6.9
J0401,Data Analyst,Genpact,Delhi,Data Analyst,Junior,Full-time,09/03/2026,Python,8.6
J0402,Data Engineer,IBM,Gurugram,Data Engineer,Junior,Full-time,08/08/2026,Python,8.1
J0403,Data Scientist,Genpact,Pune,Data Scientist,Entry Level,Full-time,05/07/2026,SQL,4.8
J0404,Data Engineer,EY,Bengaluru,Data Engineer,Mid Level,Full-time,01/05/2026,Python,10.3
J0405,Business Analyst,HCLTech,Bengaluru,Business Analyst,Mid Level,Hybrid,17/06/2026,SQL,10.5
J0406,Data Scientist,KPMG,Noida,Data Scientist,Mid Level,Full-time,20/01/2026,SQL,11.1
J0407,Data Analyst,Wipro,Bengaluru,Data Analyst,Entry Level,Full-time,12/01/2026,Tableau,8.1
J0408,Data Analyst,Genpact,Pune,Data Analyst,Mid Level,Full-time,22/05/2026,Power BI,10.6
J0409,Data Scientist,Tech Mahindra,Pune,Data Scientist,Mid Level,Hybrid,04/03/2026,SQL,10.7
J0410,Data Engineer,Microsoft,Mumbai,Data Engineer,Senior Level,Hybrid,04/03/2026,ETL,13.4
J0411,BI Analyst,HCLTech,Mumbai,BI Analyst,Entry Level,Hybrid,13/08/2026,Power BI,4.3
J0412,Data Scientist,EY,Noida,Data Scientist,Mid Level,Full-time,22/02/2026,Python,10.9
J0413,Business Analyst,Infosys,Gurugram,Business Analyst,Senior Level,Full-time,13/03/2026,Tableau,13.2
J0414,Business Analyst,Microsoft,Noida,Business Analyst,Mid Level,Full-time,11/07/2026,Jira,9.1
J0415,Data Analyst,Amazon,Hyderabad,Data Analyst,Mid Level,Full-time,26/05/2026,Tableau,9
J0416,Business Analyst,Capgemini,Pune,Business Analyst,Mid Level,Remote,11/04/2026,SQL,11.6
J0417,Data Scientist,Capgemini,Gurugram,Data Scientist,Entry Level,Remote,04/02/2026,Machine Learning,7.4
J0418,Data Engineer,TCS,Hyderabad,Data Engineer,Entry Level,Full-time,15/04/2026,Python,4.8
J0419,Data Scientist,Capgemini,Gurugram,Data Scientist,Junior,Remote,24/01/2026,SQL,6.4
J0420,Data Scientist,Accenture,Bengaluru,Data Scientist,Mid Level,Full-time,24/01/2026,Statistics,11.6
J0421,Data Scientist,Amazon,Bengaluru,Data Scientist,Entry Level,Hybrid,14/02/2026,Pandas,4.4
J0422,BI Analyst,TCS,Mumbai,BI Analyst,Junior,Hybrid,05/02/2026,Tableau,6.3
J0423,Data Analyst,Accenture,Hyderabad,Data Analyst,Mid Level,Full-time,11/06/2026,SQL,12.6
J0424,Data Analyst,KPMG,Pune,Data Analyst,Mid Level,Full-time,17/01/2026,Tableau,9.6
J0425,BI Analyst,KPMG,Chennai,BI Analyst,Mid Level,Hybrid,01/02/2026,SQL,9
J0426,BI Analyst,KPMG,Hyderabad,BI Analyst,Junior,Hybrid,12/04/2026,Power BI,7.8
J0427,BI Analyst,Cognizant,Hyderabad,BI Analyst,Entry Level,Full-time,13/03/2026,Tableau,6.1
J0428,Business Analyst,Amazon,Mumbai,Business Analyst,Entry Level,Full-time,21/05/2026,Excel,6.2
J0429,Data Analyst,Wipro,Noida,Data Analyst,Junior,Hybrid,24/07/2026,Excel,7.9
J0430,Data Engineer,Genpact,Noida,Data Engineer,Mid Level,Full-time,20/07/2026,Python,10.7
J0431,Data Engineer,Deloitte,Delhi,Data Engineer,Entry Level,Full-time,02/06/2026,Spark,5.2
J0432,Data Scientist,HCLTech,Gurugram,Data Scientist,Junior,Full-time,01/03/2026,Python,9.7
J0433,Data Analyst,Capgemini,Mumbai,Data Analyst,Junior,Hybrid,08/07/2026,SQL,6
J0434,Business Analyst,Cognizant,Noida,Business Analyst,Senior Level,Remote,14/02/2026,Jira,13.5
J0435,Data Engineer,KPMG,Delhi,Data Engineer,Junior,Hybrid,01/04/2026,AWS,9.6
J0436,Data Engineer,EY,Mumbai,Data Engineer,Senior Level,Remote,07/05/2026,SQL,15
J0437,Business Analyst,TCS,Bengaluru,Business Analyst,Entry Level,Hybrid,06/01/2026,Tableau,6.4
J0438,Data Analyst,Genpact,Mumbai,Data Analyst,Entry Level,Hybrid,25/07/2026,Excel,7.7
J0439,Data Scientist,Wipro,Bengaluru,Data Scientist,Junior,Remote,18/07/2026,Python,6.2
J0440,Data Engineer,Cognizant,Chennai,Data Engineer,Mid Level,Hybrid,31/05/2026,AWS,9.2
J0441,Data Scientist,Wipro,Hyderabad,Data Scientist,Mid Level,Full-time,13/06/2026,Machine Learning,12.6
J0442,Data Scientist,Accenture,Delhi,Data Scientist,Mid Level,Hybrid,07/04/2026,SQL,10
J0443,Data Scientist,Microsoft,Hyderabad,Data Scientist,Entry Level,Hybrid,27/05/2026,SQL,5.9
J0444,Data Engineer,Tech Mahindra,Hyderabad,Data Engineer,Entry Level,Hybrid,06/06/2026,Python,5.2
J0445,Data Engineer,Wipro,Gurugram,Data Engineer,Entry Level,Full-time,30/03/2026,Python,8.2
J0446,Business Analyst,IBM,Delhi,Business Analyst,Entry Level,Full-time,27/06/2026,Excel,4.6
J0447,Data Scientist,Infosys,Bengaluru,Data Scientist,Junior,Hybrid,12/02/2026,Python,9.3
J0448,BI Analyst,HCLTech,Delhi,BI Analyst,Junior,Hybrid,21/07/2026,Tableau,9.3
J0449,Business Analyst,TCS,Gurugram,Business Analyst,Mid Level,Full-time,06/01/2026,SQL,10.1
J0450,Data Analyst,Wipro,Delhi,Data Analyst,Mid Level,Full-time,20/01/2026,Python,11
J0451,Data Analyst,Microsoft,Gurugram,Data Analyst,Entry Level,Remote,12/02/2026,Excel,6.7
J0452,BI Analyst,TCS,Bengaluru,BI Analyst,Entry Level,Remote,15/04/2026,SQL,7.1
J0453,Data Engineer,Capgemini,Pune,Data Engineer,Entry Level,Full-time,27/05/2026,AWS,6.5
J0454,BI Analyst,Cognizant,Bengaluru,BI Analyst,Entry Level,Full-time,30/07/2026,SQL,6.9
J0455,Data Engineer,TCS,Mumbai,Data Engineer,Entry Level,Full-time,16/03/2026,ETL,8.2
J0456,BI Analyst,Genpact,Pune,BI Analyst,Junior,Full-time,19/06/2026,Power BI,6.9
J0457,Data Engineer,Cognizant,Hyderabad,Data Engineer,Mid Level,Full-time,25/04/2026,ETL,9
J0458,BI Analyst,Accenture,Pune,BI Analyst,Mid Level,Full-time,08/02/2026,Tableau,11.8
J0459,Data Analyst,Genpact,Delhi,Data Analyst,Junior,Remote,31/05/2026,Python,6.7
J0460,Data Analyst,HCLTech,Noida,Data Analyst,Mid Level,Remote,27/05/2026,Power BI,12.3
J0461,BI Analyst,Deloitte,Chennai,BI Analyst,Senior Level,Hybrid,09/05/2026,Excel,15.1
J0462,Data Engineer,TCS,Hyderabad,Data Engineer,Senior Level,Full-time,12/02/2026,Spark,16.7
J0463,Business Analyst,Deloitte,Bengaluru,Business Analyst,Entry Level,Hybrid,21/02/2026,SQL,8.3
J0464,Business Analyst,Cognizant,Pune,Business Analyst,Senior Level,Remote,18/01/2026,Jira,13.1
J0465,Data Engineer,EY,Delhi,Data Engineer,Entry Level,Full-time,12/08/2026,ETL,4.3
J0466,Data Engineer,TCS,Noida,Data Engineer,Junior,Full-time,31/05/2026,Spark,8.1
J0467,Data Analyst,Genpact,Chennai,Data Analyst,Entry Level,Full-time,30/03/2026,Python,7.8
J0468,Data Scientist,Tech Mahindra,Gurugram,Data Scientist,Junior,Full-time,12/03/2026,Pandas,7.4
J0469,Data Engineer,Infosys,Noida,Data Engineer,Junior,Remote,26/06/2026,Spark,6.8
J0470,BI Analyst,Infosys,Delhi,BI Analyst,Entry Level,Hybrid,21/03/2026,Excel,5.4
J0471,BI Analyst,Wipro,Mumbai,BI Analyst,Entry Level,Hybrid,18/07/2026,Power BI,7.6
J0472,Data Scientist,Accenture,Chennai,Data Scientist,Junior,Remote,15/04/2026,Pandas,8.8
J0473,Data Engineer,HCLTech,Bengaluru,Data Engineer,Mid Level,Full-time,01/07/2026,AWS,10.8
J0474,Business Analyst,Wipro,Bengaluru,Business Analyst,Entry Level,Hybrid,03/08/2026,Jira,4.5
J0475,Data Analyst,KPMG,Bengaluru,Data Analyst,Junior,Full-time,05/04/2026,Power BI,9.1
J0476,Data Engineer,Amazon,Chennai,Data Engineer,Entry Level,Full-time,02/06/2026,ETL,6.1
J0477,BI Analyst,Cognizant,Delhi,BI Analyst,Entry Level,Remote,11/07/2026,DAX,7.6
J0478,Data Analyst,Deloitte,Bengaluru,Data Analyst,Entry Level,Remote,19/07/2026,Excel,8.2
J0479,Business Analyst,Capgemini,Mumbai,Business Analyst,Mid Level,Full-time,10/08/2026,SQL,11.9
J0480,Data Analyst,Amazon,Hyderabad,Data Analyst,Entry Level,Hybrid,27/02/2026,Power BI,5.3
J0481,Data Scientist,KPMG,Noida,Data Scientist,Junior,Full-time,06/03/2026,Machine Learning,6.7
J0482,Data Scientist,Tech Mahindra,Noida,Data Scientist,Entry Level,Full-time,19/06/2026,Statistics,8.2
J0483,Data Scientist,Capgemini,Pune,Data Scientist,Mid Level,Full-time,28/03/2026,Statistics,12.8
J0484,Data Scientist,Amazon,Pune,Data Scientist,Mid Level,Remote,18/03/2026,Machine Learning,9.6
J0485,Data Engineer,Genpact,Bengaluru,Data Engineer,Mid Level,Hybrid,14/04/2026,SQL,11.4
J0486,Business Analyst,Capgemini,Gurugram,Business Analyst,Entry Level,Full-time,10/04/2026,Excel,7.2
J0487,Data Engineer,Cognizant,Mumbai,Data Engineer,Mid Level,Full-time,17/05/2026,Spark,11.4
J0488,BI Analyst,EY,Pune,BI Analyst,Entry Level,Hybrid,23/05/2026,Excel,5
J0489,Data Analyst,Microsoft,Hyderabad,Data Analyst,Entry Level,Hybrid,15/07/2026,Power BI,8
J0490,Data Scientist,Cognizant,Mumbai,Data Scientist,Entry Level,Remote,18/04/2026,Python,7.5
J0491,Data Scientist,Tech Mahindra,Pune,Data Scientist,Entry Level,Remote,01/05/2026,Machine Learning,4.5
J0492,Data Engineer,IBM,Chennai,Data Engineer,Mid Level,Full-time,11/08/2026,Spark,11.5
J0493,Data Engineer,Infosys,Noida,Data Engineer,Mid Level,Full-time,21/02/2026,AWS,10.2
J0494,Data Engineer,Cognizant,Hyderabad,Data Engineer,Mid Level,Full-time,21/01/2026,ETL,10.8
J0495,Business Analyst,Infosys,Bengaluru,Business Analyst,Junior,Full-time,18/07/2026,Power BI,6.5
J0496,Business Analyst,Wipro,Chennai,Business Analyst,Junior,Hybrid,14/04/2026,Tableau,7.5
J0497,BI Analyst,Infosys,Bengaluru,BI Analyst,Junior,Hybrid,04/01/2026,Tableau,9.4
J0498,Data Engineer,Amazon,Bengaluru,Data Engineer,Entry Level,Hybrid,27/02/2026,SQL,7.1
J0499,Data Scientist,TCS,Hyderabad,Data Scientist,Junior,Full-time,12/02/2026,Machine Learning,6.1
J0500,Data Analyst,IBM,Pune,Data Analyst,Mid Level,Full-time,28/03/2026,Excel,10.5
